term,document_frequency,total_frequency,idf
divin,2,4,3.833213
quinci,2,3,3.833213
theolog,2,4,3.833213
saddl,2,2,3.833213
goebel,2,23,3.833213
mackworth,2,26,3.833213
poli,2,11,3.833213
cal,2,4,3.833213
expertis,2,3,3.833213
dreyfu,2,13,3.833213
hubert,2,5,3.833213
melvil,2,3,3.833213
lauren,2,2,3.833213
fairthorn,2,2,3.833213
rgio,2,2,3.833213
dblp,2,3,3.833213
neatli,2,2,3.833213
infeas,2,2,3.833213
straw,2,5,3.833213
wage,2,2,3.833213
silk,2,19,3.833213
maritim,2,6,3.833213
merchant,2,9,3.833213
pilot,2,5,3.833213
repair,2,2,3.833213
alcohol,2,2,3.833213
irrelev,2,2,3.833213
attain,2,3,3.833213
ida,2,8,3.833213
lowel,2,6,3.833213
diff,2,5,3.833213
footnot,2,2,3.833213
irc,2,2,3.833213
countercultur,2,4,3.833213
atmospher,2,4,3.833213
soror,2,9,3.833213
fratern,2,17,3.833213
correa,2,2,3.833213
gehri,2,2,3.833213
alvar,2,2,3.833213
perfectli,2,2,3.833213
jerri,2,42,3.833213
well,2,2,3.833213
buzzword,2,3,3.833213
ucl,2,2,3.833213
ferreira,2,2,3.833213
wit,2,2,3.833213
hampshir,2,3,3.833213
joshi,2,2,3.833213
gupta,2,2,3.833213
ketter,2,2,3.833213
capitol,2,3,3.833213
navajo,2,2,3.833213
tourist,2,2,3.833213
wolv,2,2,3.833213
tank,2,3,3.833213
concret,2,3,3.833213
aldou,2,2,3.833213
yan,2,2,3.833213
tacl,2,2,3.833213
ani,2,2,3.833213
nenkova,2,2,3.833213
esp,2,2,3.833213
crimson,2,2,3.833213
basketbal,2,9,3.833213
violet,2,2,3.833213
shark,2,3,3.833213
moscow,2,6,3.833213
sein,2,21,3.833213
vibrat,2,2,3.833213
entranc,2,4,3.833213
residenti,2,10,3.833213
dormitori,2,8,3.833213
butler,2,4,3.833213
huxley,2,2,3.833213
collier,2,5,3.833213
ship,2,6,3.833213
cougar,2,2,3.833213
sixteenth,2,2,3.833213
biologist,2,6,3.833213
decre,2,2,3.833213
opencoursewar,2,8,3.833213
sponsorship,2,3,3.833213
stood,2,2,3.833213
runner,2,2,3.833213
odyssey,2,2,3.833213
stallman,2,12,3.833213
spinoff,2,2,3.833213
cast,2,2,3.833213
bridgewat,2,2,3.833213
bison,2,2,3.833213
eagl,2,2,3.833213
scarlet,2,2,3.833213
tiger,2,2,3.833213
sunshin,2,5,3.833213
chisholm,2,2,3.833213
uss,2,3,3.833213
whitney,2,2,3.833213
prudenti,2,2,3.833213
aquarium,2,2,3.833213
isabella,2,3,3.833213
zoo,2,2,3.833213
downtown,2,8,3.833213
luc,2,2,3.833213
railroad,2,4,3.833213
arpa,2,3,3.833213
mac,2,4,3.833213
dick,2,8,3.833213
android,2,4,3.833213
useless,2,2,3.833213
abhishek,2,2,3.833213
brainstorm,2,3,3.833213
brenda,2,3,3.833213
knit,2,3,3.833213
phenomenon,2,2,3.833213
northeast,2,4,3.833213
valentin,2,5,3.833213
tractabl,2,2,3.833213
alpac,2,3,3.833213
ineffici,2,2,3.833213
ordin,2,2,3.833213
strongest,2,3,3.833213
sharp,2,14,3.833213
onward,2,2,3.833213
photographi,2,4,3.833213
nucleu,2,2,3.833213
northridg,2,2,3.833213
kingston,2,2,3.833213
superior,2,4,3.833213
milan,2,2,3.833213
nano,2,3,3.833213
sync,2,5,3.833213
isca,2,2,3.833213
linnaeu,2,7,3.833213
aviat,2,2,3.833213
beverli,2,3,3.833213
spous,2,2,3.833213
drove,2,2,3.833213
oversight,2,2,3.833213
diversif,2,2,3.833213
iryna,2,3,3.833213
gurevych,2,3,3.833213
kartograph,2,2,3.833213
wikiminiatla,2,2,3.833213
gadget,2,2,3.833213
stadium,2,7,3.833213
elmcip,2,2,3.833213
behav,2,4,3.833213
svd,2,3,3.833213
kleinberg,2,3,3.833213
unbias,2,3,3.833213
kelley,2,5,3.833213
shrdlu,2,2,3.833213
winograd,2,2,3.833213
edwin,2,2,3.833213
urg,2,2,3.833213
boden,2,2,3.833213
bhatia,2,3,3.833213
kate,2,3,3.833213
crawford,2,2,3.833213
unleash,2,2,3.833213
commemor,2,3,3.833213
palatin,2,2,3.833213
gro,2,3,3.833213
immigr,2,4,3.833213
expenditur,2,5,3.833213
mission,2,5,3.833213
stark,2,6,3.833213
thirti,2,3,3.833213
deplet,2,3,3.833213
howe,2,3,3.833213
alvey,2,2,3.833213
oneself,2,2,3.833213
forag,2,6,3.833213
conting,2,2,3.833213
landmark,2,6,3.833213
civilian,2,3,3.833213
navi,2,8,3.833213
admit,2,12,3.833213
curtail,2,2,3.833213
bailey,2,3,3.833213
thakur,2,3,3.833213
pretrain,2,3,3.833213
murdock,2,2,3.833213
waller,2,2,3.833213
authorship,2,2,3.833213
scent,2,6,3.833213
episod,2,3,3.833213
crevier,2,21,3.833213
intervent,2,2,3.833213
adjunct,2,2,3.833213
replica,2,2,3.833213
subspac,2,5,3.833213
multilinear,2,3,3.833213
multilay,2,4,3.833213
faith,2,4,3.833213
aka,2,2,3.833213
patch,2,4,3.833213
mactutor,2,3,3.833213
connor,2,3,3.833213
compton,2,14,3.833213
lag,2,2,3.833213
budget,2,8,3.833213
industrialist,2,2,3.833213
donor,2,3,3.833213
judici,2,6,3.833213
cardin,2,3,3.833213
acr,2,3,3.833213
postgradu,2,3,3.833213
salli,2,7,3.833213
endow,2,9,3.833213
ura,2,2,3.833213
alberto,2,4,3.833213
leadership,2,10,3.833213
amasa,2,7,3.833213
broke,2,3,3.833213
seminar,2,2,3.833213
tuition,2,12,3.833213
sect,2,25,3.833213
winston,2,3,3.833213
waddel,2,3,3.833213
shu,2,2,3.833213
urban,2,6,3.833213
randolph,2,2,3.833213
curran,2,2,3.833213
monoton,2,3,3.833213
sugiyama,2,2,3.833213
dasgupta,2,3,3.833213
joanna,2,2,3.833213
bryson,2,3,3.833213
ctr,2,9,3.833213
rico,2,2,3.833213
puerto,2,2,3.833213
leas,2,2,3.833213
twentieth,2,2,3.833213
enrol,2,24,3.833213
mascot,2,2,3.833213
ncaa,2,12,3.833213
ckl,2,2,3.833213
reimer,2,2,3.833213
nandan,2,3,3.833213
pereira,2,3,3.833213
kdnugget,2,6,3.833213
aitu,2,2,3.833213
aau,2,3,3.833213
accredit,2,5,3.833213
motto,2,7,3.833213
hak,2,2,3.833213
athlet,2,37,3.833213
rivalri,2,10,3.833213
caltech,2,26,3.833213
entrepreneurship,2,6,3.833213
sloan,2,8,3.833213
tao,2,3,3.833213
sandra,2,2,3.833213
lar,2,3,3.833213
remington,2,2,3.833213
wong,2,6,3.833213
selena,2,2,3.833213
blank,2,2,3.833213
rodger,2,4,3.833213
commission,2,3,3.833213
tough,2,2,3.833213
width,2,3,3.833213
ayn,2,5,3.833213
astronaut,2,8,3.833213
navier,2,6,3.833213
stagger,2,6,3.833213
jae,2,2,3.833213
eun,2,2,3.833213
notifi,2,2,3.833213
anita,2,2,3.833213
inhibitor,2,2,3.833213
alic,2,3,3.833213
confeder,2,3,3.833213
ari,2,3,3.833213
altruism,2,2,3.833213
allah,2,4,3.833213
alkan,2,2,3.833213
alga,2,2,3.833213
johnston,2,2,3.833213
einstein,2,5,3.833213
bernardino,2,2,3.833213
conn,2,2,3.833213
weis,2,4,3.833213
undergradu,2,57,3.833213
elena,2,2,3.833213
legislatur,2,3,3.833213
millennium,2,2,3.833213
subcategori,2,6,3.833213
burial,2,2,3.833213
businesspeopl,2,5,3.833213
mathscinet,2,2,3.833213
bostrom,2,12,3.833213
garcia,2,84,3.833213
imper,2,2,3.833213
acta,2,3,3.833213
vass,2,2,3.833213
achil,2,2,3.833213
abraham,2,2,3.833213
abacu,2,2,3.833213
contrib,2,4,3.833213
utensil,2,2,3.833213
eat,2,2,3.833213
toc,2,4,3.833213
venic,2,3,3.833213
hoc,2,10,3.833213
phane,2,6,3.833213
molli,2,2,3.833213
oct,2,2,3.833213
obituari,2,10,3.833213
kodak,2,3,3.833213
eastman,2,5,3.833213
voorhe,2,2,3.833213
hossein,2,2,3.833213
emin,2,2,3.833213
collectiv,2,2,3.833213
purl,2,4,3.833213
neurosymbol,2,2,3.833213
lle,2,2,3.833213
kraft,2,2,3.833213
intercept,2,2,3.833213
khattab,2,3,3.833213
rex,2,2,3.833213
nicol,2,3,3.833213
orcid,2,2,3.833213
yorker,2,4,3.833213
gazett,2,3,3.833213
artur,2,2,3.833213
garcez,2,2,3.833213
rajiv,2,3,3.833213
kang,2,2,3.833213
cnbc,2,2,3.833213
epic,2,4,3.833213
copernicu,2,2,3.833213
openalex,2,3,3.833213
scopu,2,2,3.833213
scimago,2,3,3.833213
scientometr,2,2,3.833213
poster,2,5,3.833213
treatis,2,3,3.833213
mckernan,2,10,3.833213
spree,2,2,3.833213
bomb,2,3,3.833213
therapi,2,2,3.833213
nascent,2,2,3.833213
lorrain,2,2,3.833213
kamp,2,2,3.833213
versa,2,2,3.833213
gpku,2,2,3.833213
mcnamara,2,2,3.833213
rhythm,2,18,3.833213
rider,2,5,3.833213
mickey,2,26,3.833213
todd,2,2,3.833213
dohyun,2,5,3.833213
soboroff,2,2,3.833213
cohort,2,3,3.833213
ac,2,2,3.833213
sind,2,36,3.833213
sie,2,26,3.833213
den,2,66,3.833213
haben,2,6,3.833213
marti,2,3,3.833213
gospel,2,2,3.833213
vent,2,2,3.833213
decentr,2,2,3.833213
squeda,2,15,3.833213
terabyt,2,3,3.833213
gianni,2,4,3.833213
rene,2,2,3.833213
modular,2,2,3.833213
syst,2,2,3.833213
memor,2,2,3.833213
cade,2,6,3.833213
metz,2,8,3.833213
goharian,2,2,3.833213
dimensi,2,8,3.833213
primera,2,4,3.833213
saunder,2,5,3.833213
spector,2,2,3.833213
bhaskar,2,3,3.833213
registri,2,14,3.833213
keyboard,2,20,3.833213
vocal,2,25,3.833213
neue,2,4,3.833213
jetzt,2,3,3.833213
beck,2,4,3.833213
divert,2,2,3.833213
dissemin,2,3,3.833213
cautiou,2,2,3.833213
anatom,2,2,3.833213
sgml,2,2,3.833213
funder,2,2,3.833213
pop,2,6,3.833213
instantli,2,2,3.833213
tal,2,3,3.833213
silicon,2,2,3.833213
una,2,65,3.833213
portada,2,2,3.833213
navegaci,2,2,3.833213
barra,2,8,3.833213
mover,2,5,3.833213
bernd,2,3,3.833213
shane,2,2,3.833213
legg,2,2,3.833213
reed,2,2,3.833213
tien,2,3,3.833213
crossref,2,19,3.833213
campo,2,3,3.833213
lemieux,2,4,3.833213
back,2,10,3.833213
piano,2,3,3.833213
slide,2,3,3.833213
restructur,2,3,3.833213
averi,2,2,3.833213
abruptli,2,3,3.833213
paywal,2,3,3.833213
xia,2,2,3.833213
emmanuel,2,3,3.833213
pathway,2,2,3.833213
wednesday,2,2,3.833213
frankfurt,2,2,3.833213
spur,2,3,3.833213
prevail,2,2,3.833213
kyle,2,3,3.833213
eisen,2,4,3.833213
proposici,2,8,3.833213
precisi,2,59,3.833213
subsecci,2,4,3.833213
versi,2,4,3.833213
como,2,18,3.833213
permanent,2,2,3.833213
accion,2,2,3.833213
tabla,2,4,3.833213
julien,2,4,3.833213
jona,2,3,3.833213
pedro,2,4,3.833213
ortega,2,2,3.833213
jaim,2,2,3.833213
tica,2,14,3.833213
matem,2,6,3.833213
cada,2,11,3.833213
documentaci,2,3,3.833213
apocalyps,2,3,3.833213
manifesto,2,2,3.833213
stica,2,7,3.833213
caract,2,2,3.833213
texto,2,7,3.833213
intranet,2,3,3.833213
nih,2,30,3.833213
assault,2,2,3.833213
ming,2,3,3.833213
counsel,2,2,3.833213
elucid,2,2,3.833213
tapestri,2,2,3.833213
melodi,2,5,3.833213
interplay,2,3,3.833213
rhythmic,2,2,3.833213
nico,2,3,3.833213
secretli,2,2,3.833213
para,2,28,3.833213
malay,2,2,3.833213
sinhales,2,2,3.833213
tamil,2,2,3.833213
lanka,2,4,3.833213
basslin,2,2,3.833213
melod,2,4,3.833213
midst,2,2,3.833213
craswel,2,3,3.833213
twl,2,2,3.833213
xisbn,2,2,3.833213
bangla,2,2,3.833213
searchabl,2,4,3.833213
ling,2,3,3.833213
arquitectura,2,2,3.833213
relevant,2,31,3.833213
manera,2,2,3.833213
domingo,2,15,3.833213
digital,2,6,3.833213
mayor,2,4,3.833213
introducci,2,2,3.833213
metodolog,2,2,3.833213
infraestructura,2,2,3.833213
programa,2,2,3.833213
conferencia,2,2,3.833213
defensa,2,2,3.833213
escala,2,3,3.833213
bueno,2,3,3.833213
sicament,2,2,3.833213
aplicacion,2,2,3.833213
mania,2,2,3.833213
pashto,2,2,3.833213
pakistan,2,2,3.833213
strand,2,2,3.833213
rakuten,2,2,3.833213
ozon,2,2,3.833213
hindu,2,2,3.833213
mph,2,2,3.833213
cultura,2,2,3.833213
sri,2,4,3.833213
yugoslavia,2,4,3.833213
venezuela,2,2,3.833213
cscw,2,2,3.833213
polish,2,2,3.833213
macau,2,2,3.833213
sar,2,4,3.833213
booksourc,2,4,3.833213
indonesian,2,2,3.833213
curiou,2,2,3.833213
lectura,2,2,3.833213
lector,2,2,3.833213
recuperar,2,7,3.833213
rodriguez,2,2,3.833213
defect,2,2,3.833213
haight,2,4,3.833213
nou,2,4,3.833213
sandi,2,4,3.833213
bobbi,2,9,3.833213
allyn,2,2,3.833213
bookmooch,2,2,3.833213
bookcross,2,2,3.833213
wipf,2,2,3.833213
waterston,2,2,3.833213
thriftbook,2,2,3.833213
nyc,2,2,3.833213
livraria,2,2,3.833213
fishpond,2,2,3.833213
ecampu,2,2,3.833213
dymock,2,2,3.833213
bol,2,2,3.833213
biblioz,2,2,3.833213
angu,2,2,3.833213
nicebook,2,4,3.833213
indiebound,2,2,3.833213
alibri,2,2,3.833213
seller,2,2,3.833213
hammond,2,2,3.833213
paperbackswap,2,2,3.833213
inventair,2,2,3.833213
dispon,2,6,3.833213
controla,2,2,3.833213
dress,2,7,3.833213
taper,2,4,3.833213
camp,2,3,3.833213
pyramid,2,2,3.833213
exce,2,2,3.833213
malik,2,2,3.833213
wipo,2,30,3.833213
miracl,2,3,3.833213
carolin,2,3,3.833213
donovan,2,2,3.833213
msci,2,2,3.833213
addal,2,2,3.833213
abebook,2,2,3.833213
shopwiki,2,2,3.833213
isbndb,2,2,3.833213
bookfind,2,2,3.833213
meteorolog,2,2,3.833213
danger,2,7,3.833213
crop,2,3,3.833213
zhou,2,2,3.833213
gil,2,2,3.833213
valoraci,2,2,3.833213
gica,2,3,3.833213
construir,2,2,3.833213
po,2,2,3.833213
swami,2,3,3.833213
hallam,2,2,3.833213
holloway,2,2,3.833213
voyag,2,2,3.833213
crash,2,3,3.833213
canon,2,3,3.833213
recogniz,2,2,3.833213
librarieswest,2,2,3.833213
ali,2,3,3.833213
keel,2,2,3.833213
hungri,2,2,3.833213
wade,2,2,3.833213
yadav,2,2,3.833213
quartz,2,2,3.833213
snow,2,2,3.833213
distrust,2,2,3.833213
nica,2,5,3.833213
sussex,2,2,3.833213
southampton,2,2,3.833213
ambig,2,2,3.833213
hora,2,2,3.833213
subdisciplina,2,2,3.833213
estudioso,2,2,3.833213
oswald,2,2,3.833213
valor,2,6,3.833213
saber,2,2,3.833213
gicament,2,2,3.833213
aplicaci,2,2,3.833213
representada,2,2,3.833213
nicament,2,2,3.833213
identifica,2,2,3.833213
consulta,2,38,3.833213
meghan,2,2,3.833213
sheila,2,4,3.833213
gloucestershir,2,2,3.833213
anglia,2,2,3.833213
dunde,2,2,3.833213
exet,2,2,3.833213
oxfordshir,2,2,3.833213
helveticat,2,2,3.833213
phan,2,2,3.833213
lim,2,2,3.833213
manta,2,2,3.833213
facct,2,2,3.833213
persuad,2,2,3.833213
billi,2,11,3.833213
derbyshir,2,2,3.833213
buckinghamshir,2,2,3.833213
birmingham,2,2,3.833213
copac,2,2,3.833213
metu,2,2,3.833213
koc,2,2,3.833213
ege,2,2,3.833213
sanderson,2,2,3.833213
christin,2,2,3.833213
timi,2,2,3.833213
politehnica,2,2,3.833213
todoran,2,2,3.833213
napoca,2,2,3.833213
cluj,2,2,3.833213
bucharest,2,2,3.833213
romanian,2,4,3.833213
marcxchang,2,2,3.833213
ahmet,2,2,3.833213
hypertextu,2,2,3.833213
bogazici,2,2,3.833213
ticines,2,2,3.833213
bibliotecario,2,2,3.833213
slsp,2,2,3.833213
collectif,2,2,3.833213
rero,2,2,3.833213
sambok,2,2,3.833213
utrecht,2,2,3.833213
groningen,2,2,3.833213
nijmegen,2,2,3.833213
radboud,2,2,3.833213
leiden,2,2,3.833213
koninklijk,2,2,3.833213
montenegrin,2,2,3.833213
enact,2,3,3.833213
vicki,2,2,3.833213
zeng,2,2,3.833213
goodman,2,3,3.833213
malm,2,2,3.833213
gothenburg,2,2,3.833213
serbian,2,4,3.833213
oara,2,2,3.833213
porbas,2,4,3.833213
exactitud,2,2,3.833213
mbox,2,26,3.833213
fracci,2,4,3.833213
ctica,2,4,3.833213
comun,2,6,3.833213
continuaci,2,2,3.833213
refinar,2,2,3.833213
remaind,2,2,3.833213
tue,2,2,3.833213
zalta,2,3,3.833213
basket,2,2,3.833213
placement,2,2,3.833213
warsaw,2,2,3.833213
stavang,2,2,3.833213
verma,2,3,3.833213
nyvker,2,2,3.833213
libri,2,4,3.833213
kapodistrian,2,2,3.833213
bibnet,2,2,3.833213
pavia,2,2,3.833213
florenc,2,2,3.833213
lohr,2,3,3.833213
ever,2,2,3.833213
frake,2,2,3.833213
collaboratecom,2,3,3.833213
workshar,2,2,3.833213
olaf,2,2,3.833213
greenwood,2,3,3.833213
trace,2,4,3.833213
nion,2,2,3.833213
hit,2,3,3.833213
xilei,2,6,3.833213
shih,2,2,3.833213
yuran,2,3,3.833213
par,2,2,3.833213
proporci,2,2,3.833213
sola,2,2,3.833213
autcon,2,2,3.833213
posici,2,6,3.833213
thompson,2,3,3.833213
ucd,2,2,3.833213
ucc,2,2,3.833213
cork,2,2,3.833213
nui,2,2,3.833213
galway,2,4,3.833213
dcu,2,2,3.833213
gegnir,2,2,3.833213
piki,2,2,3.833213
zephyr,2,2,3.833213
hebi,2,2,3.833213
kobv,2,2,3.833213
bayern,2,2,3.833213
bibliotheksverbund,2,2,3.833213
bvb,2,2,3.833213
swb,2,2,3.833213
hbz,2,2,3.833213
verbundkatalog,2,6,3.833213
gvk,2,2,3.833213
nationalbibliothek,2,2,3.833213
jproc,2,2,3.833213
kuligowski,2,3,3.833213
ruggiero,2,5,3.833213
lovreglio,2,5,3.833213
herzegovinian,2,2,3.833213
bosnian,2,2,3.833213
brussel,2,2,3.833213
luciano,2,2,3.833213
piper,2,2,3.833213
dnb,2,2,3.833213
universitair,2,2,3.833213
anger,2,4,3.833213
ral,2,2,3.833213
vertaa,2,2,3.833213
vaasa,2,2,3.833213
misplac,2,2,3.833213
pile,2,3,3.833213
gibb,2,3,3.833213
heaven,2,6,3.833213
pirkanmaa,2,2,3.833213
flander,2,2,3.833213
bibliotheek,2,4,3.833213
belgian,2,2,3.833213
belgica,2,2,3.833213
unicat,2,2,3.833213
salzburg,2,2,3.833213
innsbruck,2,2,3.833213
graz,2,2,3.833213
katalog,2,4,3.833213
elnet,2,2,3.833213
bibliotek,2,2,3.833213
masaryk,2,2,3.833213
olomouc,2,6,3.833213
palack,2,4,3.833213
pragu,2,4,3.833213
croatian,2,4,3.833213
considerar,2,3,3.833213
retornada,2,2,3.833213
trica,2,3,3.833213
relaci,2,4,3.833213
erica,2,3,3.833213
utilis,2,3,3.833213
arnold,2,2,3.833213
deutschen,2,2,3.833213
widow,2,3,3.833213
mme,2,2,3.833213
gallica,2,3,3.833213
arash,2,2,3.833213
igual,2,5,3.833213
universiteit,2,2,3.833213
vrije,2,2,3.833213
bruxel,2,2,3.833213
signatur,2,3,3.833213
virtuel,2,2,3.833213
otago,2,2,3.833213
trustworthi,2,5,3.833213
canterburi,2,2,3.833213
massey,2,2,3.833213
waikato,2,2,3.833213
waimakariri,2,2,3.833213
palmerston,2,2,3.833213
dunedin,2,2,3.833213
abbi,2,2,3.833213
goodrum,2,2,3.833213
atpress,2,2,3.833213
stabil,2,2,3.833213
computa,2,4,3.833213
orden,2,2,3.833213
finita,2,4,3.833213
suma,2,4,3.833213
operatornam,2,8,3.833213
avep,2,13,3.833213
funci,2,2,3.833213
ploteando,2,2,3.833213
rhiannon,2,2,3.833213
isabel,2,2,3.833213
rea,2,2,3.833213
aquabrows,2,2,3.833213
wollongong,2,2,3.833213
nsw,2,2,3.833213
newcastl,2,2,3.833213
victorian,2,2,3.833213
adelaid,2,2,3.833213
horror,2,2,3.833213
sagar,2,2,3.833213
coli,2,2,3.833213
monash,2,2,3.833213
qld,2,2,3.833213
tafe,2,2,3.833213
deakin,2,2,3.833213
sturt,2,2,3.833213
geelong,2,2,3.833213
timeli,2,2,3.833213
subgroup,2,2,3.833213
blogspot,2,2,3.833213
bright,2,2,3.833213
stiller,2,2,3.833213
eidenberg,2,2,3.833213
indicador,2,2,3.833213
posicion,2,2,3.833213
amirkabir,2,2,3.833213
ahmedabad,2,2,3.833213
iim,2,2,3.833213
sarabhai,2,2,3.833213
vikram,2,2,3.833213
chulalongkorn,2,2,3.833213
quezon,2,2,3.833213
filipina,2,2,3.833213
diliman,2,2,3.833213
manila,2,4,3.833213
luci,2,2,3.833213
closer,2,2,3.833213
critiqu,2,3,3.833213
gaithersburg,2,3,3.833213
drum,2,23,3.833213
fenc,2,3,3.833213
tricament,2,2,3.833213
geom,2,3,3.833213
tem,2,2,3.833213
supermarket,2,4,3.833213
invok,2,4,3.833213
approx,2,4,3.833213
underlin,2,3,3.833213
ori,2,2,3.833213
ateneo,2,2,3.833213
mongolian,2,4,3.833213
ucsi,2,2,3.833213
hasmah,2,2,3.833213
siti,2,2,3.833213
riss,2,2,3.833213
diet,2,2,3.833213
malmad,2,2,3.833213
ulrich,2,2,3.833213
leigh,2,3,3.833213
jonni,2,2,3.833213
thomson,2,3,3.833213
spectat,2,2,3.833213
horst,2,3,3.833213
rediff,2,4,3.833213
infibeam,2,2,3.833213
flipkart,2,4,3.833213
ministri,2,2,3.833213
rammohun,2,2,3.833213
raja,2,2,3.833213
douban,2,2,3.833213
nanj,2,2,3.833213
jansen,2,3,3.833213
rainer,2,4,3.833213
figura,2,2,3.833213
espec,2,2,3.833213
incorpora,2,2,3.833213
representaci,2,4,3.833213
syndrom,2,2,3.833213
pandem,2,2,3.833213
ibrahim,2,3,3.833213
sin,2,6,3.833213
probabil,2,6,3.833213
espejo,2,2,3.833213
eugenio,2,2,3.833213
geniu,2,2,3.833213
elain,2,3,3.833213
cum,2,3,3.833213
cleanup,2,4,3.833213
ogino,2,2,3.833213
iisi,2,2,3.833213
universidad,2,6,3.833213
pittcat,2,2,3.833213
macmillan,2,5,3.833213
and,2,2,3.833213
sul,2,2,3.833213
campina,2,2,3.833213
estadu,2,2,3.833213
paulo,2,2,3.833213
indi,2,4,3.833213
beir,2,4,3.833213
mask,2,2,3.833213
khulna,2,2,3.833213
mona,2,2,3.833213
crunch,2,2,3.833213
imped,2,2,3.833213
pearl,2,2,3.833213
ntica,2,3,3.833213
sem,2,2,3.833213
indexaci,2,3,3.833213
vectori,2,4,3.833213
escalar,2,2,3.833213
similitud,2,4,3.833213
representa,2,3,3.833213
frase,2,2,3.833213
prolog,2,4,3.833213
hypothes,2,6,3.833213
lc,2,3,3.833213
pol,2,3,3.833213
gesti,2,2,3.833213
radioastronom,2,2,3.833213
argentino,2,2,3.833213
internacion,2,3,3.833213
derivada,2,2,3.833213
gerald,2,2,3.833213
alfagrama,2,2,3.833213
hou,2,2,3.833213
pez,2,2,3.833213
harlow,2,2,3.833213
representar,2,2,3.833213
zhong,2,2,3.833213
gong,2,2,3.833213
mirlyn,2,2,3.833213
ursu,2,2,3.833213
champaign,2,2,3.833213
miriam,2,2,3.833213
hello,2,2,3.833213
casey,2,2,3.833213
tema,2,2,3.833213
declaraci,2,2,3.833213
estad,2,2,3.833213
conducta,2,2,3.833213
breed,2,2,3.833213
mci,2,2,3.833213
registrada,2,2,3.833213
marca,2,2,3.833213
acut,2,2,3.833213
etho,2,2,3.833213
compr,2,2,3.833213
methodist,2,2,3.833213
helin,2,2,3.833213
uml,2,3,3.833213
nkc,2,2,3.833213
autoridad,2,2,3.833213
moham,2,3,3.833213
seth,2,2,3.833213
pepperdin,2,2,3.833213
ohiolink,2,2,3.833213
chelsea,2,2,3.833213
lane,2,4,3.833213
anselm,2,2,3.833213
nat,2,9,3.833213
encor,2,2,3.833213
laurenc,2,2,3.833213
gerrit,2,3,3.833213
jmir,2,2,3.833213
equiti,2,3,3.833213
hui,2,6,3.833213
kaler,2,7,3.833213
christo,2,4,3.833213
chase,2,4,3.833213
yun,2,2,3.833213
akin,2,2,3.833213
doctrin,2,13,3.833213
entropi,2,2,3.833213
cox,2,2,3.833213
mise,2,4,3.833213
bernstein,2,4,3.833213
titan,2,2,3.833213
passeng,2,2,3.833213
roam,2,2,3.833213
commentari,2,2,3.833213
lexicon,2,3,3.833213
suscept,2,2,3.833213
geoff,2,2,3.833213
thinker,2,2,3.833213
hostag,2,2,3.833213
fat,2,3,3.833213
poorli,2,2,3.833213
adult,2,2,3.833213
stone,2,33,3.833213
abolit,2,3,3.833213
raid,2,3,3.833213
owen,2,4,3.833213
chose,2,3,3.833213
mobiu,2,2,3.833213
moyn,2,2,3.833213
benton,2,2,3.833213
kilgor,2,2,3.833213
iucat,2,2,3.833213
gettysburg,2,2,3.833213
andersen,2,4,3.833213
jenkin,2,3,3.833213
mel,2,2,3.833213
johnni,2,7,3.833213
hurdl,2,2,3.833213
dem,2,25,3.833213
skeptic,2,3,3.833213
amo,2,2,3.833213
clicnet,2,2,3.833213
consort,2,2,3.833213
connectni,2,2,3.833213
brigham,2,2,3.833213
bryce,2,2,3.833213
mnpal,2,2,3.833213
spiegelhalt,2,2,3.833213
aleksand,2,2,3.833213
damian,2,3,3.833213
rail,2,2,3.833213
strictli,2,2,3.833213
stevenson,2,2,3.833213
vladimir,2,2,3.833213
corinna,2,2,3.833213
cort,2,3,3.833213
hoboken,2,2,3.833213
kelvin,2,2,3.833213
marker,2,2,3.833213
dislik,2,3,3.833213
membran,2,3,3.833213
situ,2,2,3.833213
alexi,2,2,3.833213
unpublish,2,2,3.833213
pun,2,2,3.833213
sonni,2,2,3.833213
piatetski,2,5,3.833213
metal,2,4,3.833213
pang,2,2,3.833213
anxieti,2,3,3.833213
ewan,2,2,3.833213
insect,2,3,3.833213
blair,2,6,3.833213
milwauke,2,2,3.833213
mcpl,2,2,3.833213
warner,2,7,3.833213
telescop,2,2,3.833213
convect,2,2,3.833213
ear,2,3,3.833213
automobil,2,2,3.833213
debug,2,7,3.833213
airport,2,5,3.833213
marriag,2,2,3.833213
derek,2,3,3.833213
nashvil,2,2,3.833213
viewpoint,2,2,3.833213
mainfram,2,3,3.833213
timberland,2,2,3.833213
tacoma,2,2,3.833213
isl,2,2,3.833213
sno,2,2,3.833213
jeroen,2,2,3.833213
brien,2,2,3.833213
sascha,2,2,3.833213
fiber,2,4,3.833213
imp,2,3,3.833213
complement,2,2,3.833213
enrico,2,2,3.833213
uptown,2,6,3.833213
restaur,2,2,3.833213
immers,2,2,3.833213
midi,2,5,3.833213
ultra,2,2,3.833213
travers,2,3,3.833213
rosa,2,3,3.833213
gmail,2,3,3.833213
dori,2,2,3.833213
lindberg,2,2,3.833213
amon,2,2,3.833213
malici,2,2,3.833213
palgrav,2,5,3.833213
practition,2,2,3.833213
christ,2,2,3.833213
fabio,2,2,3.833213
disband,2,6,3.833213
tactil,2,2,3.833213
rigid,2,2,3.833213
nsf,2,3,3.833213
lixin,2,2,3.833213
richland,2,2,3.833213
wccl,2,2,3.833213
multnomah,2,2,3.833213
